status,city,state,country,classification,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,report_date,code_info,more_code_info,termination_date
Ongoing,New Century,KS,United States,Class I,Food,94565,Danisco USA Inc.,4 New Century Pkwy,N/A,66031-1144,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","US: AZ, CA, CO, FL, IA, ID, IL, IN, KS, KY, MI, MN, MO, NE, NJ, NY, OH, OK, PA, TN, TX, UT, VA, WI; Canada, and Mexico",F-1335-2024,Grindsted Sour Cream 6563 non-GM Stabilizer System 20 kg/ 44.09 lb bag,33600.00 kg,Potential Salmonella Contamination,2024-05-03,2024-06-06,2024-06-12,Lot numbers: 1204614520; 1204614521; 1204614522; 1204614523; 1204614524; 1204614525; 1204614526; 1204614527; 1204614528; 1204614529; 1204614530; 1204614531; 1204614532; 1204614533; 1204614534; 1204614535; 1204614536; 1204614537; 1204614496; 1204614497;  1204614498; 1204614499; 1204614500; 1204614501; 1204614502; 1204614503; 1204614504; 1204614505; 1204614506; 1204614507; 1204614508; 1204614509; 1204614510; 1204614511; 1204614512; 1204614513; 1204614514; 1204614515; 1204614516; 1204614517; 1204614518; 1204614519,,
Terminated,Nashville,TN,United States,Class II,Food,93921,Bakery by Frothy Monkey,200 Hill Ave Ste 3,,37210-4719,Voluntary: Firm initiated,E-Mail,"Tennessee, Alabama",F-1022-2024,Frothy Monkey - Ham & Cheese Croissant - packaged and sold individually,32,Potential Foreign Material - Metal Fragments,2024-02-01,2024-03-04,2024-03-13,no coding used  Best By: 01/31/2024,,2024-03-07
Terminated,Salt Lake City,UT,United States,Class I,Food,93987,The Fierro Group Inc. dba Rico Brands,945 W Folsom Ave,,84104-1130,Voluntary: Firm initiated,Telephone,Products were distributed to Supermarkets within the state of Utah.,F-1027-2024,Cheese Enchiladas with Red sauce 4/pkg 14.5oz packaged in a in a Deep Meal tray   Plant Fiber - Film 800.,unknown,Firm is recalling enchiladas made with Queso Fresno cheese due to the potential contamination with Listeria monocytogenes.,2024-02-07,2024-03-04,2024-03-13,Item Number 65366006001 Lot. 0234 02/13/24 Lot. 0264 02/16/24 Lot. 0304 02/20/24 Lot. 0334 02/23/24.  These codes can be found attached to the main label on a white label.,,2024-05-03
Terminated,Fostoria,OH,United States,Class II,Food,93915,Mennel Milling Company,319 S Vine St,PO Box 806,44830-1843,Voluntary: Firm initiated,E-Mail,"KY, MI, NJ, NY, OH, PA",F-0894-2024,"2-04585-0000 delivered as bulk product in approximately 50,000 lbs trailers",2633960 TOTAL lbs,"Potential Foreign Material - Metal, Wood, Gasket Material, and/or Sifter balls",2024-01-30,2024-02-16,2024-02-28,Lot Codes: 24024-36; 24024-43; 24024-46; 24024-51; 24024-55; 24025-04; 24025-07; 24025-11; 24025-14; 24025-17; 24025-23; 24025-33; 24025-35; 24025-37; 24025-40; 24025-45; 24025-46; 24026-05;    24026-10;    24026-12; 24026-15; 24026-16; 24026-19; 24026-20; 24026-23; 24026-24; 24026-26; 24026-32;    24026-35; 24026-36; 24026-38; 24026-40; 24026-41; 24026-46; 24026-50; 24026-53; 24026-55;    24027-04; 24027-05; 24027-06; 24027-08; 24027-09; 24027-10; 24027-11; 24027-14; 24027-19;    24027-24; 24027-25; 24027-31; 24028-06; 24028-07; 24028-09; 24028-10; 24028-16; 24028-18;    24028-19; 24028-22; 24029-03; 24029-07; 24029-10; 24029-28   Product Code: H450T1-00172,,2024-03-21
Ongoing,Irvington,NY,United States,Class I,Food,93967,BrightFarms,50 S Buckhout St,Ste 202,10533-2203,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Delaware, Maryland, Maine, Massachusetts, New Hampshire, New Jersey, New York, North Carolina, Pennsylvania, Vermont, Virginia, and Washington D.C",F-1065-2024,"BrightFarms Southwest Chipotle Salad Kit  Ready to eat salad kit containing green lettuce (grown by indoors at BrightFarms) and a  master pack  supplied by Latitude 36 Foods, which contain cotija cheese, dressing and toppings. Intended for retail distribution to consumers. Cotija Cheese is manufactured by Rizo Lopez Foods Inc.",24960 units,Product ingredient may be contaminated with Listeria monocytogenes.,2024-02-07,2024-03-13,2024-03-20,"Best by dates Dec. 31, 2023 through Feb. 22, 2024 2.3 - UPC Codes: 8-50051-82500-4",,
Ongoing,New Century,KS,United States,Class I,Food,94565,Danisco USA Inc.,4 New Century Pkwy,N/A,66031-1144,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","US: AZ, CA, CO, FL, IA, ID, IL, IN, KS, KY, MI, MN, MO, NE, NJ, NY, OH, OK, PA, TN, TX, UT, VA, WI; Canada, and Mexico",F-1318-2024,"Grindsted Creamer 2160 System, 22.68 kg / 50 lb bag",31865.40 kg,Potential Salmonella Contamination,2024-05-03,2024-06-06,2024-06-12,Lot numbers: 1204603288; 1204603289; 1204603290; 1204603291; 1204603292; 1204603293; 1204603294; 1204603295; 1204603296; 1204603297; 1204603298; 1204603299; 1204603300; 1204603301; 1204603302; 1204603303; 1204603304; 1204603305; 1204603306; 1204603307; 1204603308; 1204616063; 1204616065; 1204616066; 1204616067; 1204616068; 1204616069; 1204616070; 1204616071; 1204616072; 1204616073; 1204616074; 1204616075; 1204616076; 1204616077; 1204616078,,
Terminated,Petaluma,CA,United States,Class II,Food,94019,AMY'S KITCHEN INC.,109 Kentucky St,N/A,94952-2303,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Products are distributed to distributors and retailers. U.S. distribution to CA, CO, FL, IA, IL, IN, MI, MN, MO, OH, OR, WA, WI. No foreign distribution.",F-0873-2024,"Gluten Free Bean and Cheese Burrito (5.5 oz), individual plastic overwrap, 12 retail units/case, frozen","5,567 cases / 12 units per case",Presence of foreign material in food (plastic),2024-02-13,2024-02-15,2024-02-21,"Gluten Free Bean and Cheese Burrito 12Pk, Item # 000353, Lot # 30K0823, UPC: 0-42272-00353-2; Case UPC: 10042272003539; Best Before Date: 11/2025",,2024-03-28
Ongoing,Staten Island,NY,United States,Class II,Food,93618,8TH AVE PHARMACY,93 Lynhurst Ave,,10305-1808,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","AL,CO,FL,GA,HI,IL,IN,LA,MD,MI,MN,MO,MS,NC,NJ,NV,OH,OR,PA,TN,TX,UT,VA,WA,WI",F-0810-2024,"Notoginseng Formula Special Gout Granule; 100% Natural; 8 G x 10 PACKS; CITI TRADE INT'L LIMITED; ADDRESS: 3/FINTERNATIONAL PLAZA 20 SHEUNG YUET RD, KOWLOON BAY, KOWLOON; ""Nourish and helps the kidney with detoxification. Effectively dissolves uric acid crystals in joints. Has a curative effect on a variety of inflammatory symptoms caused by gout and high levels of uric acid, including pain and swollen joints.""",5600 units,Product contains undeclared Diclofenac and Dexamethasone Acetate,2024-01-14,2024-01-31,2024-02-07,All codes.,,
Ongoing,San Luis,AZ,United States,Class I,Food,93920,HandNatural,874 S Main St,,85349-7500,Voluntary: Firm initiated,E-Mail,Firm is  100% internet sales. Distribution is unknown at this time.,F-1163-2024,"H&NATURAL 2 PACK! BRAZIL SEED 60 PIECES, PURE NATURAL SEMILLA DE BRASIL FOR 60 DAYS, 5 GRAMS PER BOTTLE, 2 BLACK BOTTLES.",Unknown at this time.,Product recalled due to the presence of yellow oleander and its components in the product.,2024-02-09,2024-04-16,2024-04-24,No Lot code on label. Expiration date listed as 05/24 and 03/24.,,
Terminated,Caldwell,ID,United States,Class I,Food,94042,Capitol Commissary LLC,1920 S Kcid Road,N/A,83605,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed in Arizona, California, Idaho, Nevada, Oregon, Utah, and Washington.",F-1056-2024,"Jacksons Turkey and Cheese Sandwich, net wt. 6.7oz.  Product is closed-face sandwich and ready to eat product. UPC 983642601562.  The sandwich label declares ""Ingredients: Multigrain Bread ***Contains: Wheat, Milk, Soy.""",1382 units,Undeclared sesame.,2024-02-14,2024-03-08,2024-03-20,"Lot Codes: 24039, 24040, 24043, 24044.  Best By Dates: Feb. 15, 2024; Feb. 16, 2024; Feb. 17, 2024; Feb.19, 2024; Feb. 20, 2024; and Feb. 21, 2024.",,2024-04-16
Terminated,Fostoria,OH,United States,Class II,Food,93915,Mennel Milling Company,319 S Vine St,PO Box 806,44830-1843,Voluntary: Firm initiated,E-Mail,"KY, MI, NJ, NY, OH, PA",F-0901-2024,"PB AP  delivered as bulk product in approximately 50,000 lbs trailers",2633960 TOTAL lbs,"Potential Foreign Material - Metal, Wood, Gasket Material, and/or Sifter balls",2024-01-30,2024-02-16,2024-02-28,Lot Codes: 24024-36; 24024-43; 24024-46; 24024-51; 24024-55; 24025-04; 24025-07; 24025-11; 24025-14; 24025-17; 24025-23; 24025-33; 24025-35; 24025-37; 24025-40; 24025-45; 24025-46; 24026-05;    24026-10;    24026-12; 24026-15; 24026-16; 24026-19; 24026-20; 24026-23; 24026-24; 24026-26; 24026-32;    24026-35; 24026-36; 24026-38; 24026-40; 24026-41; 24026-46; 24026-50; 24026-53; 24026-55;    24027-04; 24027-05; 24027-06; 24027-08; 24027-09; 24027-10; 24027-11; 24027-14; 24027-19;    24027-24; 24027-25; 24027-31; 24028-06; 24028-07; 24028-09; 24028-10; 24028-16; 24028-18;    24028-19; 24028-22; 24029-03; 24029-07; 24029-10; 24029-28   Product Code: H250T1-00507,,2024-03-21
Terminated,Apopka,FL,United States,Class II,Food,94178,"EL Chilar-HF, LLC",615 Superior Commerce Blvd Ste 103,,32703-3363,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Product sent to distributors in MD,F-1092-2024,"El Chilar, Canela Molida,  Ground Cinnamon  NET WT. 1.25 Oz (35g) , BOPP Bag, 12 units per cases",Lot code F272 EX1026: 127 Cases of 12 x 1.25 oz bags (165 lbs) and Lot code D300 EX1024: 127 Cases of 12 x 1.25 oz bags (165 lbs),Due to elevated levels of lead.,2024-03-04,2024-03-21,2024-03-27,Product Code #: 307  Lot # : D300 EXP 10/24  Lot #F272 EX 10/26,,2024-05-10
Ongoing,Syracuse,NY,United States,Class I,Food,93895,"Byrne Dairy, Inc",275 Cortland Ave,N/A,13202,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",NY,F-0874-2024,Mighty Fine Chocolate Ice Cream,250 units,contains undeclared peanuts,2024-01-22,2024-02-15,2024-02-21,Last Date of Sale: 10/4/2024   UPC Codes: 4311901102,,
Terminated,Beaverton,OR,United States,Class II,Food,93906,"Reser's Fine Foods, Inc.",15570 SW Jenkins Rd,,97006-6003,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",nationwide,F-1001-2024,"The recalled Reser's Amish Macaroni Salad was packaged in a plastic clear container where the top lid is labeled as Reser's Amish Macaroni Salad, Net Wt. 1lb., and the container side label indicates Reser s Southern Style with Egg Potato Salad, Net Wt. 1lb. UPC 0 71117 19044 1.    The lid is labeled as Reser's Fine Foods amish Macaroni Salad amish-style means a lightly sweet dressing and the container side label is read in parts ""***Reser's Fine Foods southern style with egg Potato Salad***"".","6,030 containers",Undeclared Wheat. The recalled Reser's Amish Macaroni Salad was packaged in a plastic container where the top lid is correctly labeled as Reser s Amish Macaroni Salad but the container side label mis-labeled as Reser s Southern Style with Egg Potato Salad.  The ingredient statement on the Reser s Southern Style with Egg Potato Salad container side label does not declare wheat.,2024-01-30,2024-02-29,2024-03-06,USE BY MAR/08/24 20 L15 HH:MM:SS,,2024-04-04
Terminated,Rochester,NY,United States,Class II,Food,93823,"Wegmans Food Markets, Inc.",1500 Brooks Ave,,14624-3512,Voluntary: Firm initiated,Other,"NY, VA, MD, PA, NJ, MA, NC, DE, DC",F-0863-2024,Ready To Bake Double Chocolate Croissant (UPC 87-85300-05006-2),"10,338 croissants Total",Product contains undeclared soy lecithin.,2024-01-12,2024-02-08,2024-02-14,Best By Dates: To be provided ASAP,,2024-03-22
Terminated,Washington Court House,OH,United States,Class II,Food,94408,Detty Family Barbeque LTD,2735 Us Highway 22 Sw,N/A,43160-9590,Voluntary: Firm initiated,Telephone,Kentucky and Ohio,F-1226-2024,"DB Yummers Mildly Spicy Barbeque Sauce packaged in 19.5 glass bottles, 12 bottles per case, UPC 7487200102.",7080 bottles,No approved scheduled process,2024-04-12,2024-05-09,2024-05-15,"Best By 06/15/24, 06/29/25, 03/13/25",,2024-05-20
Terminated,Fostoria,OH,United States,Class II,Food,93915,Mennel Milling Company,319 S Vine St,PO Box 806,44830-1843,Voluntary: Firm initiated,E-Mail,"KY, MI, NJ, NY, OH, PA",F-0889-2024,"SPECIAL CAKE 53869 delivered as bulk product in approximately 50,000 lbs trailers",2633960 TOTAL lbs,"Potential Foreign Material - Metal, Wood, Gasket Material, and/or Sifter balls",2024-01-30,2024-02-16,2024-02-28,Lot Codes: 24024-43; 24024-46; 24024-51; 24024-55; 24025-04; 24025-17; 24025-11; 24025-14; 24025-07; 24025-33; 24025-40; 24025-37; 24026-10; 24026-24; 24026-26; 24026-05; 24026-19; 24025-46; 24027-14; 24027-19; 24027-11; 24026-38; 24027-04; 24027-25; 24029-03; 24028-19; 24027-06; 24027-05; 24026-12; 24028-07; 24026-23; 24028-10; 24026-53; 24025-35; 24026-20; 24026-15; 24028-18  Product Code: RM33B1-00985,,2024-03-21
Ongoing,Cleveland,OH,United States,Class II,Food,93817,Greco Sidari,3820 Lakeside Ave E,,44114-3848,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","OH, NY & PA",F-0850-2024,SOPRA     RICOTTA AMALFI 1/5#           SUPC/ITEM # 193650P,1375 cases total,The food was not held at an appropriate temperature.  The holding temperature could affect spoilage and potentially support pathogen growth.,2024-01-11,2024-02-05,2024-02-14,"All Lot Codes Distributed between November 26, 2023 and January 5, 2024",,
Ongoing,Modesto,CA,United States,Class I,Food,93814,"Rizo Lopez Foods, Inc. dba Don Francisco Cheese",201 S Mcclure Rd,,95357-0519,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","U.S. distribution to the following: AR, AZ, BC, CA, CO, FL, GA, IA, IL, KS, MD, NC,NJ, NV, NY, OR, RI, TX, UT, VA, WA, W  No foreign distribution.",F-0926-2024,"Tio Francisco Yogurt (Plain, Strawberry, Peach, Mango) Available to consumers at retail deli counters in various sizes",,Listeria monocytogenes contamination.,2024-01-11,2024-02-23,2024-02-07,All dates through 04/17/2024  PLU Batch ID 773 B1-23319-Stirred Yogurt Mango 771 B1-23319-Stirred Yogurt Peach 770 B1-23319-Stirred Yogurt Strawberry 773 B1-23333-Stirred Yogurt Mango 771 B1-23333-Stirred Yogurt Peach 770 B1-23333-Stirred Yogurt Strawberry 773 B1-23354-Stirred Yogurt Mango 771 B1-23354-Stirred Yogurt Peach 770 B1-23354-Stirred Yogurt Strawberry 773 B1-23362-Stirred Yogurt Mango 771 B1-23362-Stirred Yogurt Peach 770 B1-23362-Stirred Yogurt Strawberry 773 B1-2411-Stirred Yogurt Mango 771 B1-2411-Stirred Yogurt Peach 446 B1-2411-Stirred Yogurt Plain 770 B1-2411-Stirred Yogurt Strawberry 773 B1-2419-Stirred Yogurt Mango 771 B1-2419-Stirred Yogurt Peach 770 B1-2419-Stirred Yogurt Strawberry 773 B1-2432-Stirred Yogurt Mango 771 B1-2432-Stirred Yogurt Peach 446 B1-2432-Stirred Yogurt Plain 770 B1-2432-Stirred Yogurt Strawberry,,
Ongoing,New Century,KS,United States,Class I,Food,94565,Danisco USA Inc.,4 New Century Pkwy,N/A,66031-1144,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","US: AZ, CA, CO, FL, IA, ID, IL, IN, KS, KY, MI, MN, MO, NE, NJ, NY, OH, OK, PA, TN, TX, UT, VA, WI; Canada, and Mexico",F-1308-2024,"Grindsted WCS 1265 Stabilizer and Emulsifier System, 22.68 kg / 50 lb bag",3674.16 kg,Potential Salmonella Contamination,2024-05-03,2024-06-06,2024-06-12,Lot numbers: 1204595215; 1204595216; 1204615969; 1204615970,,
Ongoing,Mount Holly,NC,United States,Class III,Food,94151,Robeson Enterprises,1015 W Catawba Ave,N/A,28120-1106,Voluntary: Firm initiated,Letter,"Products were shipped to the following states: GA, NC & SC",F-1135-2024,"PIES & SIDES CONNIE'S CARAMEL APPLE PIE 11 oz INGREDIENTS: APPLE PIE FILLING, SUGARS, VANILLA, CARAMEL EXTRACT BLEACHED FLOUR, SPICES, CONTAINS: WHEAT, PIES & SIDES MOUNT HOLLY, NC","2,984 units","During an inspection by NCDA, the firm was notified that the label does not list the sub ingredients for their products.",2024-03-26,2024-04-10,2024-04-17,All lots shipped before 2/23/2024,,
Ongoing,Cleveland,OH,United States,Class II,Food,93817,Greco Sidari,3820 Lakeside Ave E,,44114-3848,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","OH, NY & PA",F-0827-2024,BEL GIOIOSO 12/1# EXACT COMBO SUPC/ITEM # 18304,1375 cases total,The food was not held at an appropriate temperature.  The holding temperature could affect spoilage and potentially support pathogen growth.,2024-01-11,2024-02-05,2024-02-14,"All Lot Codes Distributed between November 26, 2023 and January 5, 2024",,
Terminated,Nashville,TN,United States,Class II,Food,93921,Bakery by Frothy Monkey,200 Hill Ave Ste 3,,37210-4719,Voluntary: Firm initiated,E-Mail,"Tennessee, Alabama",F-1020-2024,Frothy Monkey - Plain Croissant - packaged and sold individually,60,Potential Foreign Material - Metal Fragments,2024-02-01,2024-03-04,2024-03-13,no coding used  Best By: 01/31/2024,,2024-03-07
Terminated,Garden Grove,CA,United States,Class I,Food,94085,LQNN Inc.,7180 Lampson Ave,,92841-3914,Voluntary: Firm initiated,Letter,"U.S. distribution to customers in: Alabama, Arizona, Arkansas, California, Colorado, Florida, Georgia, Hawaii, Illinois, Indiana, Kansas, Louisiana, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Nebraska, Nevada, New Jersey, New Mexico, New York, North Carolina, Ohio, Oklahoma, Oregon, Tennessee, Texas, Utah, Virginia, and Washington.   Canada with different product code and name:  Banh Pia Hopia Cake Gateau Hopia",F-1050-2024,"Vegetarian Pia Cake Mung Bean Pineapple,  14oz (400g)","222,320 bags (total)",Undeclared allergen; egg,2024-02-20,2024-03-07,2024-03-13,"Universal Product Code: 8 936014 319345 Lot #s: DEC0825, NOV1625, OCT1525",,2024-05-14
Ongoing,New Century,KS,United States,Class I,Food,94565,Danisco USA Inc.,4 New Century Pkwy,N/A,66031-1144,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","US: AZ, CA, CO, FL, IA, ID, IL, IN, KS, KY, MI, MN, MO, NE, NJ, NY, OH, OK, PA, TN, TX, UT, VA, WI; Canada, and Mexico",F-1334-2024,"Grindsted SSD 6242 Stabilizer System, 22.68 kg/ 50 lb bag",884.52 kg,Potential Salmonella Contamination,2024-05-03,2024-06-06,2024-06-12,Lot number: 1204600490,,
